Date,Open,High,Low,Close,Effective Date,Bank Rate,Repo,Reverse Repo,Standing Deposit Facility (SDF) Rate,Marginal Standing Facility (MSF) Rate,Cash Reserve Ratio (CRR),Statutory Liquidity Ratio (SLR)
2010-05-25,9023.60,9023.60,8806.65,8851.75,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-05-26,8911.40,9037.65,8911.40,9027.6,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-05-27,9007.30,9292.15,8954.35,9258.45,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-05-28,9285.95,9383.95,9215.60,9312.6,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-05-31,9305.55,9385.30,9257.65,9363.7,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-01,9331.85,9334.30,9093.15,9119.05,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-02,9164.05,9220.20,9083.65,9192.45,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-03,9290.35,9404.10,9288.50,9387.7,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-04,9402.80,9490.95,9363.30,9455.95,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-07,9221.80,9328.15,9192.70,9292.6,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-08,9291.25,9387.10,9143.50,9185.3,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-09,9195.90,9341.30,9182.45,9238.2,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-10,9233.55,9367.45,9215.35,9346.45,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-11,9428.85,9463.05,9386.70,9451.75,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-14,9496.35,9549.90,9468.75,9534.1,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-15,9524.90,9566.30,9422.95,9554.4,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-16,9629.65,9629.65,9527.40,9588.9,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-17,9582.95,9636.80,9446.30,9613.4,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-18,9600.70,9611.55,9544.30,9576.25,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-21,9626.40,9793.15,9626.40,9758.05,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-22,9739.05,9762.60,9665.30,9675.5,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-23,9622.75,9744.15,9622.10,9718.95,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-24,9706.90,9731.50,9617.70,9673.6,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-25,9627.60,9627.60,9429.70,9451.1,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-28,9456.10,9551.90,9436.75,9542.2,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-29,9513.05,9513.05,9348.40,9381.4,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-06-30,9344.00,9486.75,9301.40,9464.6,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-07-01,9403.95,9412.80,9303.05,9349.4,2010-04-24,6.00,5.25,3.75,Not Available,Not Available,6,25.00
2010-07-02,9363.60,9410.30,9330.30,9357.15,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-05,9335.45,9415.85,9312.10,9385.35,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-06,9388.70,9564.80,9383.25,9550.9,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-07,9534.95,9534.95,9430.50,9449.25,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-08,9516.70,9615.15,9516.70,9566.6,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-09,9616.60,9726.50,9616.60,9713.7,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-12,9745.90,9864.40,9745.90,9850.6,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-13,9737.65,9940.75,9737.65,9931.6,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-14,10009.00,10061.95,9928.40,9956.65,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-15,9967.25,9995.75,9885.55,9932.1,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-16,9951.30,10026.25,9941.70,10013.45,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-19,10001.90,10078.40,9956.65,10032.5,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-20,10081.75,10106.85,9949.05,9976.0,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-21,10003.50,10037.50,9940.95,9992.15,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-22,9954.90,10069.20,9914.85,10060.25,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-23,10088.25,10120.60,10034.45,10093.9,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-26,10108.90,10152.50,9998.95,10024.0,2010-07-02,6.00,5.50,4.00,Not Available,Not Available,6,25.00
2010-07-27,10035.65,10128.60,9951.55,10090.65,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-07-28,10093.90,10117.00,10024.40,10068.15,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-07-29,10038.60,10207.20,10032.05,10179.7,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-07-30,10152.50,10243.90,10116.70,10161.0,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-02,10258.35,10436.40,10255.40,10411.5,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-03,10452.15,10542.90,10448.15,10502.65,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-04,10511.05,10525.85,10412.65,10489.3,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-05,10444.60,10539.65,10441.50,10454.9,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-06,10442.25,10476.70,10364.95,10383.65,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-09,10407.55,10534.00,10393.50,10524.1,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-10,10507.45,10578.85,10473.55,10519.95,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-11,10506.05,10545.50,10391.90,10428.65,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-12,10308.15,10614.20,10308.15,10583.65,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-13,10603.90,10782.20,10603.90,10737.35,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-16,10732.05,10778.25,10645.45,10680.55,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-17,10709.15,10810.30,10705.65,10770.25,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-18,10790.85,10931.65,10756.55,10894.05,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-19,10920.40,11126.95,10895.85,11110.5,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-20,11058.55,11105.00,11005.50,11033.75,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-23,11024.50,11115.55,10971.70,11095.5,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-24,11082.95,11125.80,10979.50,11043.0,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-25,10993.00,11029.25,10917.10,10937.85,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-26,10941.80,11042.15,10941.80,10981.7,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-27,11003.25,11003.25,10681.60,10727.45,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-30,10834.40,10873.30,10671.45,10747.25,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-08-31,10699.05,10771.00,10653.30,10746.35,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-01,10761.65,10895.55,10761.65,10879.75,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-02,10931.40,11001.65,10931.40,10980.6,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-03,10992.15,11017.15,10938.90,10991.2,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-06,11033.60,11261.15,11033.60,11218.8,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-07,11236.65,11247.15,11156.85,11192.95,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-08,11110.35,11256.20,11099.30,11190.05,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-09,11223.65,11468.75,11223.65,11446.7,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-13,11489.50,11905.20,11489.50,11872.85,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-14,11902.80,12042.60,11893.35,11928.35,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-15,11917.45,12022.35,11917.45,11987.6,2010-07-27,6.00,5.75,4.50,Not Available,Not Available,6,25.00
2010-09-16,11960.65,12236.85,11960.60,12032.05,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-17,12071.70,12175.80,12037.35,12104.1,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-20,12109.05,12291.00,12067.40,12251.2,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-21,12288.10,12335.10,12173.20,12244.95,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-22,12248.10,12340.00,12177.80,12305.7,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-23,12312.55,12327.80,12111.40,12146.3,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-24,12083.30,12287.95,12068.40,12263.55,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-27,12323.45,12363.35,12227.75,12253.2,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-28,12242.75,12295.85,12163.35,12272.4,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-29,12324.50,12342.55,12220.90,12237.55,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-09-30,12210.75,12410.60,12178.90,12366.35,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-01,12390.90,12579.95,12376.25,12556.75,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-04,12605.45,12738.50,12605.45,12651.3,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-05,12638.85,12679.25,12572.25,12596.5,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-06,12647.25,12728.95,12588.95,12629.2,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-07,12638.40,12650.25,12512.85,12536.6,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-08,12560.90,12586.70,12414.80,12473.4,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-11,12514.90,12592.00,12457.55,12513.0,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-12,12517.20,12521.80,12371.40,12461.8,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-13,12494.70,12763.70,12459.20,12745.0,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-14,12785.95,12827.35,12532.40,12598.85,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-15,12615.50,12629.45,12324.40,12346.45,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-18,12451.55,12451.55,12149.55,12331.3,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-19,12415.00,12535.85,12212.35,12245.65,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-20,12214.75,12302.70,12139.90,12176.5,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-21,12219.00,12458.15,12190.50,12435.8,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-22,12480.20,12486.55,12298.15,12384.8,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-25,12423.35,12580.50,12397.40,12424.7,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-26,12427.55,12435.70,12314.65,12332.65,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-27,12324.85,12331.10,12097.85,12182.65,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-28,12226.70,12291.15,12052.05,12105.3,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-10-29,12145.70,12396.70,11955.55,12330.75,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-11-01,12485.50,12779.65,12485.50,12734.9,2010-09-16,6.00,6.00,5.00,Not Available,Not Available,6,25.00
2010-11-02,12749.95,12844.50,12685.25,12770.9,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-03,12843.95,12958.10,12843.95,12891.8,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-04,12987.30,13204.55,12952.15,13182.9,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-05,13246.05,13303.60,13243.25,13268.7,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-08,13288.05,13301.45,13078.90,13105.1,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-09,13023.85,13171.10,12950.70,13121.35,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-10,13092.90,13098.75,12980.85,13007.1,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-11,13014.20,13068.55,12782.00,12823.6,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-12,12788.55,12826.65,12428.80,12457.3,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-15,12467.50,12789.45,12445.55,12762.15,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-16,12826.90,12826.90,12436.50,12524.45,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-18,12630.90,12630.90,12050.35,12315.15,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-19,12325.75,12325.75,12013.65,12062.95,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-22,12120.80,12414.55,12054.55,12390.1,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-23,12318.80,12318.80,11891.35,12206.45,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-24,12206.00,12292.85,11746.75,11842.55,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-25,11897.90,11962.10,11608.30,11652.4,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-26,11703.25,11874.55,11362.90,11668.85,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-29,11731.35,11855.70,11707.85,11828.35,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-11-30,11811.10,12031.25,11725.50,11952.6,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-01,11987.70,12345.35,11963.85,12310.75,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-02,12411.00,12535.85,12389.65,12472.6,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-03,12453.25,12464.10,12232.70,12349.2,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-06,12427.95,12429.45,12011.50,12051.2,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-07,12040.40,12040.40,11629.50,11695.3,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-08,11646.00,11646.00,11403.85,11460.2,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-09,11470.65,11534.00,11043.95,11116.05,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-10,11087.75,11482.70,10977.90,11447.0,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-13,11527.35,11565.35,11270.10,11518.1,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-14,11558.40,11623.70,11441.40,11560.5,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-15,11478.85,11490.35,11150.95,11196.3,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-16,11231.15,11484.95,11147.45,11424.15,2010-11-02,6.00,6.25,5.25,Not Available,Not Available,6,25.00
2010-12-20,11401.05,11404.65,11237.20,11267.1,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-21,11294.35,11571.00,11294.35,11537.25,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-22,11597.55,11634.65,11408.15,11467.7,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-23,11510.50,11541.05,11432.15,11469.05,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-24,11412.65,11510.55,11390.10,11477.05,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-27,11491.40,11543.90,11441.55,11470.95,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-28,11497.35,11497.35,11392.90,11427.3,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-29,11448.65,11627.10,11433.30,11612.9,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-30,11605.05,11662.10,11573.70,11629.3,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2010-12-31,11633.65,11828.40,11631.20,11791.45,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-03,11882.10,11912.15,11826.95,11855.75,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-04,11868.40,11872.80,11545.55,11564.05,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-05,11545.75,11545.75,11265.55,11305.45,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-06,11350.70,11377.10,11164.75,11186.8,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-07,11146.45,11258.50,11007.90,11053.35,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-10,11024.50,11072.70,10671.60,10700.65,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-11,10734.20,10951.20,10620.80,10833.55,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-12,10906.40,11161.15,10728.45,11128.15,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-13,11125.95,11127.95,10676.50,10716.65,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-14,10746.80,10907.30,10387.90,10432.9,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-17,10459.60,10571.80,10373.80,10471.1,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-18,10534.30,10677.95,10520.30,10618.5,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-19,10646.00,10715.05,10562.25,10615.15,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-20,10579.25,10878.80,10493.25,10798.35,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-21,10750.40,10923.70,10740.00,10889.4,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-24,10923.75,11177.85,10913.45,11151.15,2010-12-18,6.00,6.25,5.25,Not Available,Not Available,6,24.00
2011-01-25,11183.55,11256.95,10849.40,10872.95,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-01-27,10946.40,10970.85,10639.85,10676.15,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-01-28,10690.05,10736.40,10481.10,10578.25,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-01-31,10444.35,10696.30,10400.25,10641.85,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-01,10683.45,10683.45,10457.80,10481.2,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-02,10599.00,10614.95,10418.20,10470.15,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-03,10460.95,10704.30,10429.50,10670.6,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-04,10632.90,10772.45,10385.90,10433.85,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-07,10457.80,10509.80,10354.60,10384.05,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-08,10431.05,10431.05,10119.45,10147.75,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-09,10131.35,10294.80,10038.15,10116.65,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-10,10106.25,10227.75,10017.85,10074.1,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-11,10061.40,10473.45,10061.40,10447.75,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-14,10477.85,10815.70,10477.85,10802.55,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-15,10821.50,11035.15,10722.70,10959.7,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-16,10929.25,11024.25,10908.65,10960.7,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-17,10996.25,11190.20,10918.10,11134.7,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-18,11153.80,11300.45,10915.35,10949.7,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-21,10935.30,11070.35,10806.30,11050.1,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-22,10957.50,10957.50,10777.65,10836.8,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-23,10776.80,10857.85,10628.65,10646.45,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-24,10603.25,10643.25,10169.00,10210.75,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-25,10329.65,10510.50,10263.15,10435.85,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-02-28,10512.20,10744.85,10364.35,10435.35,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-01,10541.95,10906.15,10528.35,10885.4,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-03,10805.00,11066.40,10759.70,10914.5,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-04,11008.90,11134.10,10924.10,10963.4,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-07,10886.10,10886.10,10658.30,10782.25,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-08,10782.60,10962.70,10779.15,10931.55,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-09,10987.40,11054.00,10904.60,10974.8,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-10,10920.65,10920.65,10783.30,10850.25,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-11,10772.90,10904.20,10697.10,10740.95,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-14,10730.40,10916.65,10730.40,10893.25,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-15,10673.90,10784.20,10591.30,10725.8,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-16,10777.10,11001.25,10777.10,10957.6,2011-01-25,6.00,6.50,5.50,Not Available,Not Available,6,24.00
2011-03-17,10881.85,11018.30,10824.40,10851.95,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-18,10882.00,10927.25,10699.40,10715.9,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-21,10795.65,10814.75,10661.15,10723.6,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-22,10759.95,10822.25,10726.25,10771.3,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-23,10755.85,10972.30,10744.70,10958.1,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-24,11001.75,11112.60,11001.75,11070.35,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-25,11179.20,11420.40,11136.45,11387.3,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-28,11348.85,11599.00,11348.15,11523.4,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-29,11522.75,11657.60,11507.45,11582.5,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-30,11625.50,11801.65,11625.50,11765.2,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-03-31,11804.95,11898.40,11569.25,11705.45,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-04-01,11713.05,11738.45,11540.85,11590.95,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-04-04,11614.45,11840.70,11614.45,11804.3,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-04-05,11853.60,11861.15,11678.10,11798.9,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-04-06,11784.55,11838.05,11686.55,11730.05,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-04-07,11724.75,11825.00,11656.70,11754.4,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
2011-04-08,11751.80,11853.35,11632.55,11673.25,2011-03-17,6.00,6.75,5.75,Not Available,Not Available,6,24.00
